frame,knee_valgus_L,knee_valgus_R,head_forward_angle,squat_depth_knee_deg,sagittal_flexion_trunk,hip_angle_L,hip_angle_R,hip_flexion_L,hip_flexion_R,knee_flexion_L,knee_flexion_R,ankle_dorsiflexion_proxy_L,ankle_dorsiflexion_proxy_R,lumbar_curvature_proxy
25,-23.49346923828125,-72.05389404296875,1.2296168804168701,91.3653737422211,35.53963851928711,78.01224872455602,97.68796727632325,259.02466168161027,-97.42624316458111,90.0391670224847,92.69158046195749,-334.8966064453125,19.180267333984375,35.53963851928711
26,-27.29327392578125,-75.97409057617188,1.2871941328048706,94.2260761418062,35.802940368652344,75.82270549900862,96.2526214768665,256.77918209787003,-100.11150393728619,92.90003741334444,95.55211487026799,-334.1255798339844,19.52630615234375,35.802940368652344
27,-31.53314208984375,-79.24798583984375,1.2771306037902832,96.62827896689663,36.0032844543457,73.93774113226759,95.2281372815196,254.8581577753603,-102.29785571340923,95.40697516415412,97.84958276963914,-333.4775848388672,19.7830810546875,36.0032844543457
28,-35.168701171875,-82.50717163085938,1.1597832441329956,98.86093200320852,36.095367431640625,72.36976566359347,94.22751319666042,253.2049709772646,-104.38079867605572,97.60836015589416,100.11350385052289,-332.93162536621094,20.042434692382812,36.095367431640625
29,-38.70941162109375,-85.35818481445312,1.0905648469924927,100.714768898921,36.21438980102539,70.9387828027705,93.4359073320679,251.69322552438373,-106.16264758352642,99.46199824927434,101.96753954856764,-332.56053161621094,20.166229248046875,36.21438980102539
30,-41.565460205078125,-87.5166015625,0.933516263961792,102.13382883017718,36.37440872192383,69.75786284631647,92.82123942776869,250.39747967477436,-107.59232745413189,100.88201370927443,103.38564395107993,-332.33349609375,20.278884887695312,36.37440872192383
31,-43.43988037109375,-88.82867431640625,0.5821544528007507,103.11177377351228,36.32938003540039,69.03108113179147,92.42999768323243,249.67393841500873,-108.4377635503233,101.86825970739966,104.3552878396249,-332.1374053955078,20.468597412109375,36.32938003540039
32,-45.01861572265625,-89.82080078125,0.2526540458202362,103.74504680932597,36.311546325683594,68.48086167026729,92.2112557315503,249.1035839533388,-108.96900973562603,102.54198775791562,104.94810586073633,-332.0791320800781,20.458404541015625,36.311546325683594
33,-45.60418701171875,-90.14553833007812,-0.14228448271751404,103.91776565301831,36.332637786865234,68.17850481969757,92.24617032250771,248.75400128121967,-109.08690295462017,102.76281893322921,105.07271237280742,-332.18370056152344,20.394927978515625,36.332637786865234
34,-45.214111328125,-89.89324951171875,-0.7818653583526611,103.74626102219119,36.11949157714844,68.38072132767894,92.44504561233525,248.99045529122944,-108.66410098318462,102.59485587213159,104.8976661722508,-332.30352783203125,20.400100708007812,36.11949157714844
35,-43.950439453125,-88.739013671875,-1.45160973072052,103.12789048523916,35.92851638793945,68.84207637916637,92.81736394070373,249.46631970162983,-107.83379779104595,102.02902777201533,104.226753198463,-332.5417785644531,20.446884155273438,35.92851638793945
36,-41.86273193359375,-87.05136108398438,-1.9710947275161743,102.14458187557857,35.7696533203125,69.6088738758801,93.28802272177042,250.201530120331,-106.72148165945416,101.06584864586269,103.22331510529445,-332.87025451660156,20.483810424804688,35.7696533203125
37,-39.293792724609375,-84.33123779296875,-2.414623737335205,100.71516123401393,35.40432357788086,70.8551972851387,94.11920184744058,251.4948307489931,-104.8718226933897,99.73980412082534,101.69051834720253,-333.219970703125,20.642776489257812,35.40432357788086
38,-36.0074462890625,-81.00881958007812,-2.7836334705352783,98.9384879704653,34.90487289428711,72.6020612858938,95.21236070240627,253.26051678414936,-102.61881671194439,98.04563888770711,99.8313370532235,-333.58091735839844,20.863845825195312,34.90487289428711
39,-32.291961669921875,-77.02609252929688,-3.086699962615967,96.73889707087824,34.147010803222656,74.90985947106279,96.71962166915952,255.71005978341694,-99.69548068289166,95.92286838182575,97.55492575993073,-333.9402618408203,21.106430053710938,34.147010803222656
40,-28.415924072265625,-72.97946166992188,-3.2042887210845947,94.42956104371586,33.3976936340332,77.47703594734352,98.32924808463126,258.2478138422548,-96.81065783743267,93.61089399740777,95.24822809002397,-334.37303161621094,21.363235473632812,33.3976936340332
41,-24.55462646484375,-68.45803833007812,-3.277874231338501,91.75273797705199,32.50410842895508,80.53875391248367,100.33701243525816,261.2906071161806,-93.5151561284483,90.89997184651367,92.60550410759032,-334.84153747558594,21.626510620117188,32.50410842895508
42,-20.91192626953125,-63.540771484375,-3.382798433303833,88.7703328943274,31.431535720825195,84.04719607623285,102.91428716974288,264.78614582772843,-89.64148936514263,87.97329354805514,89.56737224059964,-335.2524871826172,21.878341674804688,31.431535720825195
43,-17.287322998046875,-58.3502197265625,-3.3792364597320557,85.48107761005774,30.147247314453125,88.00898785617129,105.84624052377575,268.7845913385927,-85.40914187673931,84.70729693009532,86.25485829002015,-335.69581604003906,22.107650756835938,30.147247314453125
44,-13.93463134765625,-53.298553466796875,-3.3160667419433594,82.07542634205876,28.687742233276367,92.20543080363299,109.08003945586051,273.0108810877382,-80.95117030386334,81.39927987782605,82.75157280629149,-336.1279602050781,22.209762573242188,28.687742233276367
45,-11.027587890625,-48.11322021484375,-3.26446533203125,78.30610954417841,26.882997512817383,96.96276303421755,112.82937216308589,277.8691154932558,-75.92585978750591,77.76117005996927,78.85104902838756,-336.62110900878906,22.20208740234375,26.882997512817383
46,-8.33843994140625,-43.3206787109375,-3.2369000911712646,74.47012088940424,25.058881759643555,101.84186755928728,116.70533320748915,282.7897659754335,-70.93450770620709,74.04263150488626,74.89761027392223,-337.1539001464844,22.052810668945312,25.058881759643555
47,-5.7921142578125,-38.892913818359375,-3.08453631401062,70.6422629913378,23.185138702392578,106.71612372964314,120.60138556127293,287.70937695260636,-66.0418895268858,70.34602320360655,70.93850277906905,-337.72483825683594,21.739944458007812,23.185138702392578
48,-3.663238525390625,-34.75860595703125,-2.9206995964050293,66.69786298056711,21.180971145629883,111.71764672812382,124.61352161839213,292.80644001718156,-61.064424850982476,66.55099445404343,66.84473150709078,-338.3730926513672,21.226226806640625,21.180971145629883
49,-1.85491943359375,-30.95806884765625,-2.759809732437134,62.86100183622021,19.216773986816406,116.60412905713243,128.4772051767147,297.78194393869035,-56.37081179861431,62.81079923804245,62.91120443439797,-339.06822204589844,20.644668579101562,19.216773986816406
50,-0.1425018310546875,-27.48333740234375,-2.5915350914001465,58.92230297246174,17.22469711303711,121.51289288491465,132.387117956378,302.82716717477433,-51.68465838674908,58.96168867752827,58.882917267395214,-339.8475646972656,19.869491577148438,17.22469711303711
51,1.397369384765625,-24.42059326171875,-2.3724570274353027,54.973396717551886,15.205552101135254,126.42218580098381,136.23967329831467,307.932448050934,-47.103577950042535,55.008903650244406,54.937889784859365,-340.7207489013672,18.976638793945312,15.205552101135254
52,2.727294921875,-21.633331298828125,-2.084238052368164,51.07100595941952,13.179939270019531,131.1987593215219,140.0458349033767,313.0112987970888,-42.59357486013775,51.099104177218635,51.04290774162041,-341.60862731933594,18.013626098632812,13.179939270019531
53,3.936492919921875,-19.360336303710938,-1.686806559562683,47.1881607811104,11.216293334960938,135.8078817419764,143.69453245012224,318.03082241769425,-38.26577792410259,47.120616709195275,47.25570485302552,-342.5926208496094,16.910720825195312,11.216293334960938
54,4.92425537109375,-17.434371948242188,-1.2492408752441406,43.38506196068364,9.368473052978516,140.09870383185236,147.17733371197033,322.8572193598329,-34.14236865286236,43.20654056506183,43.56358335630546,-343.6164855957031,15.740142822265625,9.368473052978516
55,5.847198486328125,-15.739166259765625,-0.8504898548126221,39.555771110393934,7.647554874420166,144.08971840364634,150.5689301640187,327.5532199358522,-30.139910557311822,39.28258836086877,39.828953859919096,-344.6961975097656,14.456558227539062,7.647554874420166
56,6.67413330078125,-14.1846923828125,-0.45875605940818787,35.58962925239038,6.02901554107666,147.79685004932352,153.953585411698,332.19298424478166,-26.17855201010113,35.23717988626535,35.94207861851541,-345.9025573730469,13.031997680664062,6.02901554107666
57,7.44097900390625,-12.780502319335938,-0.06521537899971008,31.531132809804973,4.570425510406494,151.04155453105236,157.338324457901,336.6315700029909,-22.278143742126275,31.22706453542881,31.835201084181136,-347.1839294433594,11.418960571289062,4.570425510406494
58,8.102325439453125,-11.581283569335938,0.22320885956287384,27.56405948614541,3.2602250576019287,153.76404326805547,160.59989442550977,340.8402232145845,-18.53593645338421,27.353765105989368,27.774353866301453,-348.48626708984375,9.765060424804688,3.2602250576019287
59,8.607025146484375,-10.50872802734375,0.5204563736915588,23.691591186272547,2.0583276748657227,155.9459390015479,163.74802574497048,344.84296288247697,-14.926888802093316,23.621056261495852,23.76212611104924,-349.8240966796875,8.073272705078125,2.0583276748657227
60,8.95648193359375,-9.483963012695312,0.7800374627113342,20.080505311479257,0.9924776554107666,157.51060885484893,166.68606538336667,348.4893182730257,-11.556320765060235,20.21886376354078,19.942146859417733,-351.13099670410156,6.452392578125,0.9924776554107666
61,9.18463134765625,-8.573532104492188,1.0139456987380981,16.7968760382835,0.04587553068995476,158.50253924804596,169.34284770219685,351.80954710673086,-8.453316052448798,17.180950546016987,16.412801530550013,-352.3857727050781,4.918121337890625,0.04587553068995476
62,9.35906982421875,-7.819732666015625,1.2349761724472046,13.987574130872005,-0.7767370939254761,159.01373193918528,171.62946960006784,354.7611422752916,-5.680736997169305,14.639816339972555,13.335331921771456,-353.5416717529297,3.549224853515625,-0.7767370939254761
63,9.388092041015625,-7.1996002197265625,1.4410651922225952,11.71244483770802,-1.4727061986923218,159.2525024693448,173.47210506055964,357.2670173859178,-3.2830009246290217,12.623825738574254,10.801063936841786,-354.57208251953125,2.3925323486328125,-1.4727061986923218
64,9.2430419921875,-6.660400390625,1.6174696683883667,9.864958660023703,-2.0440027713775635,159.33913968222737,174.79455171437405,359.4354208921968,-1.2374459290922175,10.966916355966163,8.763000964081243,-355.53273010253906,1.418548583984375,-2.0440027713775635
65,8.9876708984375,-6.2292633056640625,1.7268671989440918,8.44908604462077,-2.494879722595215,159.32991757034873,175.52472840671567,361.2555452799379,0.5083681559144964,9.711627707330194,7.186544381911347,-356.40380859375,0.52325439453125,-2.494879722595215
66,8.6693115234375,-5.9464874267578125,1.7733265161514282,7.518266483523746,-2.8540847301483154,159.28576787762873,175.6227884602555,2.8090557074129094,1.966663739639472,8.827860216369885,6.208672750677607,-357.2344207763672,-0.242462158203125,-2.8540847301483154
67,8.240280151367188,-5.7619171142578125,1.6693602800369263,7.006945590223154,-3.0473854541778564,159.2732873683851,175.42469826346684,3.9767827009737005,3.016318223434638,8.238832327763532,5.7750588526827755,-357.90240478515625,359.16819763183594,-3.0473854541778564
68,7.8378448486328125,-5.8192596435546875,1.4923324584960938,6.893813729739861,-3.141538381576538,159.29588883449637,175.06302655511067,4.79668941255207,3.7556737875520696,7.9288006238715525,5.85882683560817,-358.4344940185547,358.69847106933594,-3.141538381576538
69,7.4389495849609375,-5.894561767578125,1.2254884243011475,6.939414853681896,-3.1555469036102295,159.31695713893495,174.66630221969663,5.4264663672029485,-355.717805483383,7.779200405131064,6.099629302232728,-358.89710998535156,358.29052734375,-3.1555469036102295
70,7.0438995361328125,-6.0809173583984375,0.909348726272583,7.09752474533515,-3.105499267578125,159.38756957235674,174.34791905257444,5.856368682342719,-355.4063724065245,7.709557202106083,6.485492288564217,0.72265625,357.9405517578125,-3.105499267578125
71,6.6690521240234375,-6.2841033935546875,0.5837403535842896,7.255072813280734,-2.982525110244751,159.5161778284088,174.08931116778388,6.06612767930622,-355.29127893690475,7.646960404117493,6.863185222443974,0.4467926025390625,357.6558837890625,-2.982525110244751
72,6.237762451171875,-6.4934844970703125,0.27617883682250977,7.318604745594953,-2.796839714050293,159.69223246325814,173.89253361291233,6.073465964752387,-355.3355306172789,7.4529039631843546,7.184305528005552,0.30328369140625,357.470458984375,-2.796839714050293
73,5.9011383056640625,-6.7321319580078125,-0.039218902587890625,7.463498030320181,-2.6251330375671387,159.83156216408995,173.67528661567474,6.101420543152045,-355.39239964727767,7.396612980109467,7.530383080530896,0.122467041015625,357.2738494873047,-2.6251330375671387
74,5.52984619140625,-6.951171875,-0.30629172921180725,7.588707332783642,-2.46225905418396,159.95929990917935,173.48310873894005,6.134789845901679,-355.4937196755827,7.343554037236089,7.833860628331195,-0.0535430908203125,357.0885772705078,-2.46225905418396
75,5.2014007568359375,-7.0822296142578125,-0.5426197052001953,7.712165456565103,-2.3259475231170654,160.0597556694011,173.29615157887454,6.204685590225409,-355.5740009332121,7.393880125950744,8.030450787179461,-0.269989013671875,356.96435546875,-2.3259475231170654
76,4.82769775390625,-7.1797943115234375,-0.7345729470252991,7.818467701179287,-2.210728883743286,160.17759130347065,173.1370719884348,6.316853425461005,-355.6429091477812,7.480445576291402,8.156489826067173,-0.501129150390625,356.9212951660156,-2.210728883743286
77,4.5536346435546875,-7.2153167724609375,-0.8864868879318237,7.982626119896722,-2.1101553440093994,160.25723434554808,173.0281862121908,6.483537576156806,-355.7019787812651,7.736697797155614,8.22855444263783,-0.7746124267578125,356.87294006347656,-2.1101553440093994
78,4.15142822265625,-7.223419189453125,-0.9820808172225952,8.108675116886317,-2.0186612606048584,160.3534934019413,172.95390877598075,6.650817296463202,-355.76998958830245,7.9728954994357935,8.244454734336841,-1.0676422119140625,356.87632751464844,-2.0186612606048584
79,3.803497314453125,-7.1223602294921875,-1.0029428005218506,8.215620180930543,-1.9413609504699707,160.4363121715158,172.9390854635363,6.805877826172065,-355.8442076230467,8.287686727164356,8.14355363469673,-1.391693115234375,356.90496826171875,-1.9413609504699707
80,3.4510345458984375,-6.9269866943359375,-0.974173367023468,8.222254696109175,-1.8462536334991455,160.59219513655225,173.0026857477371,6.832123658615302,-355.96893224958785,8.5002256619361,7.944283730282251,-1.67437744140625,356.9360046386719,-1.8462536334991455
81,3.124267578125,-6.6687164306640625,-0.9003315567970276,8.05936729227328,-1.6934741735458374,160.86406737618623,173.15704943064856,6.629417440849494,-356.2304153228224,8.50392152163954,7.614813062907018,-1.8635711669921875,357.0489501953125,-1.6934741735458374
82,2.795135498046875,-6.433685302734375,-0.7592236995697021,7.732192893730854,-1.4756439924240112,161.26033687344085,173.39027749362342,6.16215183492298,-356.64172694925674,8.232395236450515,7.231990551011194,-1.944610595703125,357.2437744140625,-1.4756439924240112
83,2.5874176025390625,-6.249603271484375,-0.537727415561676,7.235733570072767,-1.1780017614364624,161.70270498793863,173.62913972364368,5.370689413505744,-357.2369308257521,7.637895623689502,6.833571516456033,-1.8783111572265625,357.50648498535156,-1.1780017614364624
84,2.4293212890625,-6.13983154296875,-0.3061385750770569,6.587464758082291,-0.790058434009552,162.22202695569842,173.9009170980037,4.241764030414771,-358.00674060825713,6.696970103118417,6.477959413046165,-1.669830322265625,357.8513488769531,-0.790058434009552
85,2.3181304931640625,-6.041595458984375,0.005585201550275087,5.736024241229103,-0.2626436650753021,162.74502684403407,174.14542359132145,2.638574114996146,0.9257140075742711,5.312641771952627,6.1594067105055785,-1.2795257568359375,358.2132263183594,-0.2626436650753021
86,2.286102294921875,-6.0232086181640625,0.3428480327129364,4.774349966032119,0.45209208130836487,163.0813760278749,174.18529972349776,0.47765611763591664,-0.5675709331453334,3.5261448010079732,6.022555131056265,-0.6232147216796875,358.6719970703125,0.45209208130836487
87,2.3421783447265625,-6.168548583984375,0.673797607421875,4.329823692840961,1.2738417387008667,163.02594499391856,173.74796437331932,357.9685285305559,-2.2910387301862727,2.3551785113265282,6.304468874355393,0.1331787109375,359.14646911621094,1.2738417387008667
88,2.3428497314453125,-6.448974609375,0.7935878038406372,5.294138695505012,2.333185911178589,162.4941602389353,172.78514755592445,354.90097512956254,-4.412989714187432,3.5533589001885844,7.03491849082144,-358.9447937011719,-0.3444976806640625,2.333185911178589
89,2.334625244140625,-6.8930816650390625,0.7863391041755676,7.389075473199128,3.580444574356079,161.28925079684063,171.2228207988015,351.3738397574007,-6.948029139083673,6.451510183701231,8.326640762697025,-357.8723449707031,0.3062591552734375,3.580444574356079
90,2.3397216796875,-7.6167449951171875,0.5782421827316284,10.11393016269632,5.019300937652588,159.38170142310233,169.0149855291658,347.4792796587526,-9.967665531677056,9.84666256592459,10.381197759468051,-356.7685089111328,1.208251953125,5.019300937652588
91,2.27020263671875,-8.61932373046875,0.19349044561386108,13.15538152581047,6.572412014007568,156.89913007123505,166.3157630843748,343.3978635286867,-13.315317013305474,13.348725114850112,12.962037936770827,-355.7002716064453,2.1573028564453125,6.572412014007568
92,1.986236572265625,-9.85296630859375,-0.3018829822540283,16.518488394136156,8.247902870178223,153.96680250855712,163.20830849268506,339.0601564859926,-17.024468758148004,16.96222433879953,16.074752449472783,-354.66932678222656,3.28021240234375,8.247902870178223
93,1.6507568359375,-11.60467529296875,-0.7978838682174683,20.259785251847916,10.020459175109863,150.60516725179423,159.5550637559304,334.5936151957094,-21.181424477142144,20.599243085861957,19.920327417833875,-353.6781768798828,4.5629119873046875,10.020459175109863
94,1.2330322265625,-13.777786254882812,-1.184598684310913,24.29661756952669,11.839424133300781,146.90698055288712,155.5526532180715,330.0356365656435,-25.654045441192437,24.265974219396526,24.32726091965685,-352.7215118408203,5.9946746826171875,11.839424133300781
95,0.81768798828125,-16.13427734375,-1.4097378253936768,28.487855430118174,13.619312286376953,143.00545677086058,151.4460423767894,325.5036274408876,-30.24618945364361,27.942263289481133,29.033447570755214,-351.7858428955078,7.5446319580078125,13.619312286376953
96,0.1184844970703125,-18.974319458007812,-1.4907350540161133,33.00380564644563,15.426570892333984,138.86279756043803,147.15600657732207,320.8526493525087,-35.0279506230772,31.827560489518703,34.18005080337255,-350.7431945800781,9.209197998046875,15.426570892333984
97,-0.64300537109375,-21.950653076171875,-1.5021864175796509,37.673473737363565,17.297380447387695,134.36784027841023,142.79188673119975,316.01815571542375,-39.96611247305279,35.90449346621429,39.44245400851284,-349.64239501953125,10.911895751953125,17.297380447387695
98,-1.35919189453125,-24.73541259765625,-1.5269495248794556,42.27765087483776,19.25625991821289,129.60597508755401,138.50743816522456,311.0719562983095,-44.91563830618267,40.09274942514625,44.46255232452927,-348.45973205566406,12.575515747070312,19.25625991821289
99,-2.15789794921875,-27.41461181640625,-1.5585559606552124,46.730386018815,21.248136520385742,124.73108719068678,134.38792252911534,306.0972763514101,-49.74465785269146,44.34213684947784,49.118635188152155,-347.2154235839844,14.068084716796875,21.248136520385742
100,-3.106903076171875,-29.97369384765625,-1.5635385513305664,51.10290115870928,23.320425033569336,119.66982139901093,130.2107673306729,300.97400822396867,-54.69150386099224,48.67669200260019,53.52911031481837,-345.9599304199219,15.372268676757812,23.320425033569336
101,-4.105224609375,-32.40191650390625,-1.5958330631256104,55.32574627073371,25.52045440673828,114.47381569507162,126.17091068229168,295.72737850900285,-59.63723025564556,53.03997432445618,57.61151821701124,-344.6711883544922,16.533920288085938,25.52045440673828
102,-5.1121826171875,-35.2193603515625,-1.5426058769226074,59.677962378256126,27.542144775390625,109.31685249516822,122.20700492288819,290.515868804413,-64.5298923039854,57.55566220992793,61.80026254658432,-343.3698272705078,17.614059448242188,27.542144775390625
103,-6.268096923828125,-38.120849609375,-1.4384586811065674,63.78921535813761,29.32305908203125,104.50664790065585,118.5661545217819,285.6966091608583,-69.05963168386822,61.90244505190988,65.67598566436534,-342.09068298339844,18.492706298828125,29.32305908203125
104,-7.9613037109375,-41.109771728515625,-1.3520078659057617,67.84560038764047,30.89211082458496,99.98463642590103,115.09529232279851,281.1474548792421,-73.37764582876568,66.20366005614743,69.48754071913353,-340.8249816894531,19.351638793945312,30.89211082458496
105,-9.708892822265625,-44.24029541015625,-1.1949448585510254,71.86890642836651,32.35666275024414,95.6301050357106,111.66066677015739,276.7275043940126,-77.68974719290142,70.49383291063643,73.2439799460966,-339.54359436035156,20.109100341796875,32.35666275024414
106,-11.45758056640625,-47.704925537109375,-1.1436870098114014,75.64450508407387,33.49513626098633,91.8829913670795,108.6762206703479,272.9405323481142,-81.5678905034483,74.41633945779567,76.87267071035207,-338.3193664550781,20.781936645507812,33.49513626098633
107,-13.733367919921875,-51.229278564453125,-0.919964611530304,79.20959185618578,34.2768669128418,88.60067060097082,106.09651008082223,269.71619000192277,-84.96726641897564,78.05343338602499,80.36575032634657,-337.20509338378906,21.475173950195312,34.2768669128418
108,-16.0955810546875,-54.5828857421875,-0.5908826589584351,82.3157036679008,34.93788146972656,85.83188994856825,104.00284688932544,266.978515288788,-87.9193423772276,81.23685545648937,83.39455187931223,-336.1840515136719,22.014068603515625,34.93788146972656
109,-18.5096435546875,-57.65081787109375,-0.14734601974487305,85.05917148773887,35.4770393371582,83.444394430694,102.3059987322756,264.62072338815324,-90.4879115605772,84.0639368151094,86.05440616036834,-335.26258850097656,22.503524780273438,35.4770393371582
110,-21.360595703125,-60.413818359375,0.4895644783973694,87.47976067277463,35.961788177490234,81.22192423790766,100.98220979837446,262.44288983102433,-92.6672328496397,86.69070184739759,88.26881949815166,-334.44537353515625,22.85400390625,35.961788177490234
111,-24.04827880859375,-63.05914306640625,1.0574384927749634,89.71607672446456,36.40652847290039,79.20792337647117,99.72599189460354,260.46493878121964,-94.83067736868267,89.0208965970422,90.4112568518869,-333.7527618408203,23.214828491210938,36.40652847290039
