frame,knee_valgus_L,knee_valgus_R,head_forward_angle,squat_depth_knee_deg,sagittal_flexion_trunk,hip_angle_L,hip_angle_R,hip_flexion_L,hip_flexion_R,knee_flexion_L,knee_flexion_R,ankle_dorsiflexion_proxy_L,ankle_dorsiflexion_proxy_R,lumbar_curvature_proxy
25,1.5585784912109375,-31.6539306640625,8.757699966430664,53.28739335627129,3.164550542831421,149.93341622871284,134.61231613134777,343.58155887285204,-14.207915614452645,49.18606563628572,57.38872107625686,-307.4358673095703,-338.2333221435547,3.164550542831421
26,1.15435791015625,-29.386093139648438,8.439900398254395,55.89710365574503,3.345952272415161,148.66360566956763,134.39127263032154,340.23554532686205,-14.549366782512948,53.60909134844958,58.185115963040474,-306.10809326171875,-336.1970977783203,3.345952272415161
27,1.6429595947265625,-27.6055908203125,8.028660774230957,58.808399708308734,3.3408970832824707,147.087007550298,134.0801093736394,336.75764458337756,-14.892623971309945,58.022391279027076,59.59440813759039,-305.060302734375,-334.0133056640625,3.3408970832824707
28,1.875732421875,-26.679855346679688,7.243001937866211,61.58670295832659,3.3454341888427734,145.19635806482916,133.57486949972292,332.6555427805516,-15.339208196010873,61.76204587715911,61.41136003949407,-305.2623291015625,-331.92808532714844,3.3454341888427734
29,3.1329803466796875,-26.710586547851562,6.572173595428467,63.03145358580179,3.074960231781006,143.23930335619661,133.80195167837422,329.62728016534777,-14.789437363949105,63.34573480433559,62.71717236726799,-306.78802490234375,-330.14642333984375,3.074960231781006
30,6.2877655029296875,-27.811553955078125,5.839125633239746,63.77740779541126,2.522341012954712,141.3887262590987,134.24488799960474,327.3097974554631,-13.653718779888436,63.7308124946959,63.82400309612662,-309.05352783203125,-328.700927734375,2.522341012954712
31,9.75732421875,-29.439605712890625,4.816267967224121,64.7911685969177,1.9073244333267212,139.45097297029423,134.72038048257633,324.66112690130205,-12.282186697330758,64.83330612762353,64.74903106621187,-311.00022888183594,-327.4697570800781,1.9073244333267212
32,13.358169555664062,-31.75360107421875,3.7584636211395264,65.33015148391922,1.1179653406143188,137.70939527351985,135.3569295928676,322.555847932491,-10.39746017297773,65.36851985448091,65.29178311335755,-313.2725372314453,-326.64300537109375,1.1179653406143188
33,16.50506591796875,-34.1561279296875,2.8720884323120117,65.40150494547075,0.22854694724082947,136.45671299751675,136.17273977825894,320.98776205340357,-8.113495270815179,65.31703903161886,65.48597085932265,-315.8072204589844,-326.0274963378906,0.22854694724082947
34,18.397796630859375,-36.765411376953125,1.803320288658142,64.66730347295035,-0.6999038457870483,135.94701272431638,137.12847116938931,320.4038532272908,-5.446412275638863,64.06108014544247,65.27352680045824,-318.7696838378906,-325.7871551513672,-0.6999038457870483
35,23.042633056640625,-39.9483642578125,0.8251814246177673,63.85864046955921,-1.7080755233764648,135.37998547585772,137.68522236345194,320.6772684351537,-3.1422353490260093,61.80041173552304,65.91686920359538,-322.9586486816406,-325.2820281982422,-1.7080755233764648
36,27.634475708007812,-42.732666015625,-0.32590919733047485,62.554896721780885,-2.6663050651550293,135.26118022302276,138.31102808574929,322.029968191776,-0.9336853726771324,58.7325896321187,66.37720381144307,-327.8330078125,-324.9348907470703,-2.6663050651550293
37,31.815933227539062,-45.38568115234375,-1.8931100368499756,61.389047925396575,-3.5868213176727295,135.4372599730998,138.99842982295038,324.0896446005437,1.0389091269108803,55.743376198970594,67.03471965182256,-332.8513488769531,-324.47837829589844,-3.5868213176727295
38,35.05177307128906,-48.160400390625,-3.5741100311279297,60.333694757627875,-4.476454734802246,136.07906409336294,139.68522700947776,326.6810144678685,2.8221430079075844,52.885554842192505,67.78183467306324,-337.72930908203125,-324.1746368408203,-4.476454734802246
39,38.62895202636719,-50.757598876953125,-5.2815632820129395,59.54109261551417,-5.456634998321533,137.24272378812773,140.7546979965244,329.98103420892687,4.7471474901768715,51.15906646109664,67.92311876993169,-341.7503356933594,-324.7749328613281,-5.456634998321533
40,42.31877136230469,-51.579345703125,-7.068387985229492,58.51644017152229,-6.482525825500488,139.02140092334693,142.3546386534378,334.1058019892308,6.459439684543327,50.10510586610451,66.92777447694007,-345.74053955078125,-326.00611877441406,-6.482525825500488
41,45.643768310546875,-50.89790344238281,-8.818469047546387,57.904286688707835,-7.530813217163086,141.21549538533225,143.98742382029224,338.67030947366686,7.741629053744987,49.861804449321994,65.94676892809368,-349.5215759277344,-325.9132080078125,-7.530813217163086
42,49.07911682128906,-50.13751220703125,-10.760034561157227,58.89477918561206,-8.393911361694336,142.51958655822594,144.62601825195276,341.7176574961278,8.230581690463737,51.649471108392106,66.14008726283201,8.512054443359375,-324.18077087402344,-8.393911361694336
43,51.54822540283203,-49.84307098388672,-12.347182273864746,60.131368276691724,-9.090420722961426,143.60018361027278,144.6944117569862,343.5650457636449,8.426755358371452,53.450185977672234,66.81255057571121,7.7034759521484375,-322.5928649902344,-9.090420722961426
44,53.177146911621094,-50.332191467285156,-13.143705368041992,61.444225856893986,-9.589486122131348,143.7648726474134,143.77876410687833,344.6339048639867,8.424065996799186,54.96051265446742,67.92793905932055,8.213424682617188,-321.4881591796875,-9.589486122131348
45,54.20045471191406,-50.71025085449219,-13.502066612243652,62.44514904534957,-10.347270965576172,144.0418022642879,143.4490060974829,345.6452755228612,8.955242563876823,56.1428877926209,68.74741029807824,-350.4353485107422,-320.5544891357422,-10.347270965576172
46,55.135650634765625,-51.34577178955078,-13.330233573913574,63.33028535315931,-10.871031761169434,143.82672614185316,143.13436118814877,346.0029596582982,9.64254706064196,57.450215326027944,69.21035538029068,-348.50682067871094,-320.4244384765625,-10.871031761169434
47,56.3348388671875,-52.35639190673828,-13.028470993041992,64.42402682302217,-11.259817123413086,143.10507244620754,142.47917336224535,346.07872622171374,10.321310450229362,59.04158572503003,69.80646792101432,-346.5899200439453,-320.4625244140625,-11.259817123413086
48,57.62408447265625,-53.397552490234375,-12.397564888000488,65.33927024186013,-11.521553993225098,141.69873443863415,141.35041756685567,345.8471922175023,11.015328814181998,60.77054774443687,69.90799273928342,-344.70362854003906,-321.5576477050781,-11.521553993225098
49,59.009918212890625,-54.24249267578125,-11.448664665222168,66.07169050869794,-11.942941665649414,140.62154760223234,140.63952975939767,346.140741755161,11.927622248325065,62.382220457558674,69.7611605598372,-343.3505401611328,-322.8957824707031,-11.942941665649414
50,60.577911376953125,-54.44427490234375,-10.290864944458008,66.42507240824442,-12.284461975097656,139.41264487543197,140.0053552793263,346.9241260782811,12.72496836343737,63.86515460854072,68.98499020794812,-342.6125030517578,-324.79066467285156,-12.284461975097656
51,62.9385986328125,-54.2669677734375,-9.267364501953125,67.02090222155658,-12.53779411315918,137.75704833323346,139.42503429802798,348.00956576028796,13.308775355014518,65.93369940925434,68.10810503385883,-342.03765869140625,-326.44012451171875,-12.53779411315918
52,65.94830322265625,-53.54071044921875,-7.866384029388428,67.7067253976052,-12.809617042541504,136.0437755900637,139.38222006303744,348.9143232599828,14.011231829318717,68.74384672512285,66.66960407008756,-340.9930725097656,-328.30218505859375,-12.809617042541504
53,69.21365356445312,-52.43780517578125,-6.36417293548584,68.34762744334863,-13.163993835449219,134.51112794998113,139.48594546572474,350.06400339761706,14.836891581210807,71.76760617110081,64.92764871559645,-339.8550567626953,-330.14720153808594,-13.163993835449219
54,72.862548828125,-50.790802001953125,-4.990872383117676,68.95671540359467,-13.533866882324219,132.71279308231843,140.244090879846,351.01900522867174,15.90111582437487,75.26963719696515,62.64379361022421,-338.2183532714844,-331.99632263183594,-13.533866882324219
55,76.85302734375,-49.708984375,-4.1558451652526855,70.14042900968643,-13.730003356933594,130.99317188870168,140.6921212923951,351.69173472085924,16.456947733554557,79.12816861521581,61.152689404157044,-336.3284149169922,-333.24559020996094,-13.730003356933594
56,80.54736328125,-48.644500732421875,-3.4832606315612793,71.16877291143874,-13.792725563049316,129.16747089645946,141.12890089356432,352.1129621759984,16.943772722873405,82.72059774877695,59.616948074100506,-334.5104217529297,-334.50901794433594,-13.792725563049316
57,83.77093505859375,-47.61456298828125,-2.7182936668395996,71.89681678819962,-13.740105628967285,126.79129867177474,141.68450427673707,352.0993437067601,17.533181597385123,85.91685441596246,57.87677916043677,-333.02093505859375,-336.00669860839844,-13.740105628967285
58,87.00082397460938,-46.86236572265625,-2.000332832336426,72.74896384453777,-13.592207908630371,123.42309789753071,142.16995880132933,351.5581354395482,18.07620184579821,89.14170553861774,56.356222150457796,-332.2697296142578,-337.40342712402344,-13.592207908630371
59,89.36651611328125,-46.37054443359375,-1.3327199220657349,73.2169108739514,-13.30501937866211,119.11714104998367,142.6763459406604,350.66186182657214,18.51076929727526,91.41398457125777,55.01983717664504,-333.5187530517578,-338.8005828857422,-13.30501937866211
60,89.9122314453125,-45.93084716796875,-0.22732163965702057,72.74522845556392,-13.088793754577637,114.97345118616138,143.53512194099116,350.03145163217516,19.231006075534538,91.88834465199997,53.602112259127864,-335.2546844482422,-340.27931213378906,-13.088793754577637
61,89.9337158203125,-46.574310302734375,0.35231897234916687,72.6443548550734,-12.399017333984375,111.27707657732743,143.20540972713948,348.28443949380846,19.033462931308463,91.97647262953348,53.31223708061333,-336.45411682128906,-341.6969299316406,-12.399017333984375
62,87.67227172851562,-46.54315185546875,1.4823342561721802,71.18148745142484,-11.968378067016602,109.16707823866197,143.82599710611348,347.5036110178563,19.294992853793815,89.81544111259687,52.547533790252814,-337.5465545654297,-342.8184356689453,-11.968378067016602
63,83.2890625,-46.04132080078125,3.045192241668701,68.57181739715298,-11.659391403198242,108.71588842324071,144.67781055390913,347.38326876321764,19.402433802280143,85.56229911680616,51.58133567749982,-338.6890869140625,-343.80389404296875,-11.659391403198242
64,77.81805419921875,-45.66575622558594,3.553297281265259,65.63883853694864,-11.137507438659668,109.49560990470924,144.50839358670302,347.62868826547594,18.796718050632194,80.27418741370407,51.003489660193225,-339.3268127441406,-344.5900573730469,-11.137507438659668
65,72.2613525390625,-45.98759460449219,4.756743907928467,63.250277650285476,-10.85191535949707,111.01361410773235,144.3454174951021,347.99116747537585,17.960710932407096,75.0888375151445,51.41171778542645,-339.1387481689453,-344.76622009277344,-10.85191535949707
66,65.17510986328125,-45.70390319824219,6.281959533691406,59.79718270129069,-10.960822105407715,114.47786066383503,145.10920409821082,349.8212503687474,17.99722998300524,68.5186238074814,51.07574159509997,-338.1222381591797,-345.06536865234375,-10.960822105407715
67,58.55999755859375,-45.472686767578125,8.195975303649902,56.73862028826085,-11.27425479888916,117.89357947527067,145.67017977222386,351.75704329172106,17.901406695041373,62.41067845963167,51.066562116890026,-337.1770782470703,-344.96180725097656,-11.27425479888916
68,60.0909423828125,-39.38128662109375,8.95678997039795,54.21318488174213,-14.63661003112793,120.44063352489137,151.63827196862584,350.381407190952,25.146665980014518,65.50414740566997,42.92222235781429,-336.2574462890625,11.007827758789062,-14.63661003112793
69,47.92974853515625,-47.71440124511719,9.23902416229248,53.59514868370784,-11.161140441894531,122.31729895573267,143.52561317009892,354.3832477823827,15.80547373453112,52.86085296358928,54.3294444038264,-335.1157531738281,-343.16802978515625,-11.161140441894531
70,45.98468017578125,-49.288909912109375,9.923348426818848,53.43010383823358,-10.91523551940918,122.90211072614662,142.30199307138207,356.31425326028796,14.705992151889518,50.53910773604352,56.321099940423636,-334.56541442871094,-342.06201171875,-10.91523551940918
71,45.086578369140625,-50.556907653808594,10.503135681152344,53.40897009564609,-10.491972923278809,123.71480436921703,141.34829054917236,358.0604089991185,13.66152899423571,49.06797655699731,57.74996363429487,-334.098876953125,-341.5105438232422,-10.491972923278809
72,45.296142578125,-52.29308319091797,10.712294578552246,54.15536962532018,-9.590426445007324,124.80183078073944,139.96265872293563,358.6247896448705,12.13794272104235,48.86957688430451,59.44116236633586,-333.4899444580078,-341.22357177734375,-9.590426445007324
73,45.68011474609375,-52.82196044921875,11.352167129516602,54.249720061961355,-8.736404418945312,126.12426240673786,139.58769432266297,359.13282816568346,11.166046549472526,48.78451775416153,59.71492236976118,-333.0956726074219,-341.65464782714844,-8.736404418945312
74,46.8944091796875,-53.97972869873047,11.68433666229248,55.034390142409706,-7.979203224182129,127.02436247966888,138.96188117181967,358.89500563302965,10.337098528537467,49.6942136756181,60.37456660920131,-332.94508361816406,-342.44407653808594,-7.979203224182129
75,49.13714599609375,-54.736480712890625,12.35753059387207,56.03405548634808,-7.046849727630615,126.98722118520595,138.86614598558228,357.8540248171422,9.816167761478141,51.72973192627046,60.3383790464257,-332.9865417480469,-343.9817810058594,-7.046849727630615
76,51.79400634765625,-55.809600830078125,13.052831649780273,57.31304637499127,-6.065185070037842,126.54626866710328,138.93086913350209,356.3632964388463,9.585571219119743,54.30451619742816,60.32157655255439,-332.98211669921875,-346.2603454589844,-6.065185070037842
77,54.6248779296875,-57.440208435058594,13.869755744934082,58.83552849509959,-5.15665864944458,125.89035160619166,139.22620439992224,354.82957165399523,9.998944212588981,57.068057076600056,60.60299991359912,-333.04205322265625,10.805587768554688,-5.15665864944458
78,56.86785888671875,-59.57988739013672,14.654402732849121,60.29124429710138,-4.211972236633301,126.02701606910928,139.5184231458272,353.1989111200902,10.940152575168327,59.30890741205303,61.27358118214973,-333.0753173828125,7.094451904296875,-4.211972236633301
79,57.772430419921875,-62.91682434082031,15.256582260131836,61.76530720467041,-3.2032229900360107,127.28227870227882,139.21596134377006,351.6139594809148,12.205008675250724,60.28596956621497,63.24464484312584,-333.06004333496094,2.9942626953125,-3.2032229900360107
80,57.73394775390625,-67.97586059570312,15.660325050354004,63.730429658884724,-2.1925971508026123,129.1415046907634,138.1197806148572,350.1922771231267,14.028916527423576,60.34028708200526,67.12057223576419,-333.0625305175781,-1.9102325439453125,-2.1925971508026123
81,57.15936279296875,-74.8436279296875,15.815178871154785,66.5568038046317,-1.1940356492996216,131.28475270574333,135.94234206530322,348.99985270658465,16.360433150920585,59.87674301442182,73.23686459484158,-332.86277770996094,-7.6598052978515625,-1.1940356492996216
82,56.45831298828125,-82.52670288085938,15.8233003616333,70.02142215360439,-0.1822972148656845,133.65327018489225,132.89068583031133,347.7395333395335,18.93501368621321,59.35047856097202,80.69236574623677,-332.49659729003906,-14.099655151367188,-0.1822972148656845
83,56.07916259765625,-90.02825927734375,15.696456909179688,73.78226802179715,0.8344414234161377,135.94304435797883,129.36749367047054,346.43386953035326,21.445481468829826,59.17447064698487,88.39006539660943,-331.9313049316406,-20.078857421875,0.8344414234161377
84,56.25213623046875,-96.86715698242188,15.34121036529541,77.54805212415161,1.8823703527450562,137.82189814437547,125.53380957582523,345.10720830121966,23.476532031688407,59.503577987478806,95.5925262608244,-331.3201904296875,-24.788101196289062,1.8823703527450562
85,57.4383544921875,-102.7445068359375,15.218648910522461,81.28273793736562,2.7998173236846924,138.5782666210334,122.03239107012116,343.86288755098315,25.22453611055346,60.70705692553963,101.8584189491916,-330.98133850097656,-28.30389404296875,2.7998173236846924
86,58.882843017578125,-107.42672729492188,15.313397407531738,84.47738657436969,3.780062675476074,138.86407979910118,119.09835953596145,342.5654424921605,26.43931334176989,62.07806453007062,106.87670861866877,-330.9653778076172,-30.418075561523438,3.780062675476074
87,60.073486328125,-111.49092102050781,15.410555839538574,87.2284459421289,4.790343284606934,139.09688139571583,116.68509475002902,341.2394270197484,-332.6623063786891,63.236161642597224,111.22073024166059,-330.91554260253906,-32.275299072265625,4.790343284606934
88,60.91845703125,-114.11534118652344,15.74421215057373,89.06225562360791,5.815625190734863,139.51288947849784,115.35028713310638,339.926913668308,-332.3627744420436,64.0722637481458,114.05224749907,-330.8840789794922,-32.50019836425781,5.815625190734863
89,61.11297607421875,-116.41265869140625,16.429601669311523,90.28403139392992,6.824082851409912,140.39853682208616,115.81431959549727,339.175307203922,-332.7261057599452,64.11073938935445,116.45732339850541,-331.02783203125,-36.31135559082031,6.824082851409912
90,60.603729248046875,-116.85765075683594,17.326892852783203,90.15923658136083,7.7412428855896,141.13333614999883,116.91141293685395,338.80068867364855,-333.4791880353358,63.357062104946536,116.96141105777511,-331.6109313964844,-37.774810791015625,7.7412428855896
91,60.46026611328125,-117.6968994140625,17.84819793701172,90.43681376610033,8.607585906982422,141.4127135480011,118.15971384413203,338.21962397256823,-334.82136113485365,63.09599564108936,117.7776318911113,-331.83250427246094,-43.333580017089844,8.607585906982422
92,60.033843994140625,-118.02729797363281,18.347660064697266,90.41881689641863,9.439401626586914,141.72509106337594,119.94100240093738,337.48561709085436,-336.7165923818019,62.78896666457267,118.04866712826458,-331.24757385253906,-55.68689727783203,9.439401626586914
93,59.302734375,-118.10897827148438,18.663816452026367,90.21739318018564,10.224684715270996,141.87603657978931,121.62798036855128,336.78958265939684,-338.6900926335719,62.34992479950661,118.08486156086465,-330.0418395996094,-82.17491912841797,10.224684715270996
94,58.08905029296875,-118.09919738769531,19.06220817565918,89.9013701456688,10.91960334777832,142.201073640212,123.27920316498867,335.9635757700536,19.474653650912956,61.761138789312525,118.04160150202509,-328.08990478515625,-122.14063262939453,10.91960334777832
95,56.82861328125,-118.4287109375,19.457429885864258,89.82919633194055,11.489848136901855,142.5124818254032,124.39624006793407,335.04985563913317,17.829717089328483,61.318672498657236,118.33972016522388,-326.1184997558594,-143.6347599029541,11.489848136901855
96,56.236572265625,-118.86154174804688,19.656335830688477,90.04834599728707,12.009354591369629,142.60897654183762,124.91956510743914,334.0833582178685,16.60543768564196,61.3409948769699,118.75569711760426,-324.9498291015625,-152.13706302642822,12.009354591369629
97,56.084503173828125,-118.92155456542969,19.81779670715332,90.18352514747528,12.512316703796387,142.85239067121952,125.19479494017911,333.1807684198949,15.624478747043327,61.58864584012072,118.77840445482985,-324.21185302734375,-152.47061157226562,12.512316703796387
98,56.3870849609375,-119.18023681640625,19.82088851928711,90.72233997194505,12.960345268249512,143.11057927782866,124.82583178189464,331.91377012887926,14.762753893527702,62.42618861155631,119.01849133233377,-323.35581970214844,-153.56352996826172,12.960345268249512
99,56.785888671875,-118.93482971191406,19.841676712036133,90.92275407070441,13.21286678314209,143.41850393463807,124.34745424226922,331.1506284967992,14.537316729221061,63.0679978924,118.77751024900883,-322.91448974609375,-152.48388862609863,13.21286678314209
100,57.30023193359375,-118.24371337890625,20.00411605834961,90.90384521612194,13.294225692749023,143.68288874460382,123.50825663090478,330.71245806375475,14.54343645730944,63.7005012114773,118.10718922076659,-322.5343322753906,-150.1927146911621,13.294225692749023
101,57.46820068359375,-116.91470336914062,20.340450286865234,90.36665403510534,13.342061996459961,144.3854058700104,122.58719577739338,330.39861529031725,14.424799372348502,63.91365908355229,116.81964898665841,-322.4004211425781,-148.8900909423828,13.342061996459961
102,57.79046630859375,-114.79830932617188,20.722070693969727,89.3951155411724,13.440450668334961,144.853869433615,121.79480772897449,330.23723833719225,14.191217829379752,64.0348942088697,114.75533687347512,-322.7051239013672,-77.61772155761719,13.440450668334961
103,58.49530029296875,-111.9942626953125,21.0947208404541,88.13543713261615,13.570301055908203,145.19303145797772,121.214450064363,330.21618311563464,13.99422876993151,64.26661716599374,112.00425709923856,-323.4603271484375,-333.6929168701172,13.570301055908203
104,59.3509521484375,-108.26670837402344,21.525104522705078,86.51466678332484,13.665353775024414,145.45043882854822,121.00664967711359,330.15350954690905,13.866873194369987,64.69163909705561,108.33769446959407,-324.1833190917969,-332.24774169921875,13.665353775024414
105,60.4326171875,-103.93890380859375,21.94220733642578,84.71164100580908,13.843282699584961,145.4718944280242,121.10484904417761,329.9690346018407,13.607141901645377,65.34507240906606,104.0782096025521,-324.9591522216797,-331.3690185546875,13.843282699584961
106,61.91522216796875,-99.076171875,22.167543411254883,82.93620459294398,14.050825119018555,145.3736689055898,121.54177566638228,329.3254112497899,13.144426752719596,66.54625560056773,99.32615358532023,-325.66075134277344,-329.52284240722656,14.050825119018555
107,63.36962890625,-93.43701171875,22.423974990844727,80.7953890720784,14.266854286193848,145.15691138239032,122.22866545173456,328.62169592538805,12.717536379489616,67.7316128513937,93.85916529276308,-326.4949188232422,-327.5696716308594,14.266854286193848
108,64.65985107421875,-87.35589599609375,22.717994689941406,78.43973884826015,14.480013847351074,144.88502087553658,123.22148063482186,327.8602575556371,12.613126207980827,68.91149069166845,87.96798700485185,-326.88072204589844,-326.7185516357422,14.480013847351074
109,65.73431396484375,-80.72494506835938,22.934364318847656,75.81908290454008,14.703500747680664,144.73745882479312,124.64083019213629,326.7901977793309,12.683569361362174,70.0313072713632,81.60685853771696,-327.0826416015625,-325.5399475097656,14.703500747680664
110,66.38253784179688,-74.19580078125,23.205718994140625,73.09176760481621,14.940699577331543,144.6060190797766,125.981634721339,325.7261862055394,13.114476610812858,70.84093717500268,75.34259803462975,-326.92417907714844,-324.90538024902344,14.940699577331543
111,66.9017333984375,-67.9202880859375,23.345458984375,70.53680087920304,15.225111961364746,144.34508940208661,127.29441358437549,324.3903059259984,13.73738234201403,71.74144073781694,69.33216102058914,-326.1271209716797,-324.40931701660156,15.225111961364746
112,67.53009033203125,-62.359039306640625,23.458559036254883,68.34618672818053,15.458436965942383,143.97850314802292,128.81875109509443,323.19540255228014,14.777342249545768,72.73666503706036,63.955708419300706,-325.15476989746094,-323.74794006347656,15.458436965942383
